balPayments,expDir,expWgt,hsCode,impDir,impWgt,statKor,year
-969670,0,0,0101101000,969670,11750,말(농가 사육용의 것에 한한다) ,2003.12
-432085,0,0,0101901010,432085,10450,경주말 ,2003.12
-28837,0,0,0101901090,28837,1990,기타 ,2003.12
-646141,0,0,0102101000,646141,4588,젖소 ,2003.12
-552702,0,0,0102902000,552702,307423,육우 ,2003.12
-166705,0,0,0103100000,166705,6998,번식용,2003.12
-753732,0,0,0105111000,753732,3849,번식용,2003.12
45820,45820,1296,0105119000,0,0,기타,2003.12
-229477,6216,49,0106191000,235693,4189,개,2003.12
-189369,14711,447,0106199000,204080,1524,기타,2003.12
-10334,0,0,0106201000,10334,166,뱀,2003.12
-96762,0,0,0106202000,96762,14191,자라,2003.12
-19623,0,0,0106203000,19623,261,거북,2003.12
-4999,0,0,0106209000,4999,110,기타,2003.12
3005,3157,53,0106390000,152,5,기타,2003.12
-2296,0,0,0106901000,2296,77,양서류,2003.12
-35241,0,0,0106902090,35241,2417,기타 ,2003.12
-20140,11710,478,0106903010,31850,2704,갯지렁이,2003.12
-5662,0,0,0106909000,5662,165,기타,2003.12
-30270143,1018006,29141,-,31288149,2517043,-,총계
-13042,0,0,0101101000,13042,400,말(농가 사육용의 것에 한한다) ,2004.01
-99601,0,0,0101901010,99601,2000,경주말 ,2004.01
-182947,0,0,0101901090,182947,41680,기타 ,2004.01
-368520,0,0,0102902000,368520,136489,육우 ,2004.01
-37788,0,0,0103100000,37788,3562,번식용,2004.01
-7504,0,0,0105111000,7504,500,번식용,2004.01
-138886,2635,98,0106191000,141521,2733,개,2004.01
-195452,8720,247,0106199000,204172,1617,기타,2004.01
-263,0,0,0106201000,263,4,뱀,2004.01
-93238,0,0,0106202000,93238,15765,자라,2004.01
-23520,0,0,0106203000,23520,2802,거북,2004.01
-12829,0,0,0106209000,12829,337,기타,2004.01
-250,0,0,0106320000,250,12,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2004.01
-3185,0,0,0106390000,3185,100,기타,2004.01
-732,0,0,0106901000,732,2,양서류,2004.01
-46700,0,0,0106902090,46700,3421,기타 ,2004.01
-13350,17775,752,0106903010,31125,2323,갯지렁이,2004.01
-5599,0,0,0106903090,5599,3,기타,2004.01
-7273,0,0,0106909000,7273,189,기타,2004.01
-20000,0,0,0101101000,20000,500,말(농가 사육용의 것에 한한다) ,2004.02
-213167,0,0,0101901010,213167,8500,경주말 ,2004.02
-102040,0,0,0101901090,102040,29400,기타 ,2004.02
-12682,0,0,0101909000,12682,6487,기타 ,2004.02
-708890,0,0,0102902000,708890,262552,육우 ,2004.02
-50160,0,0,0103100000,50160,3425,번식용,2004.02
-143048,1538,14,0106191000,144586,2544,개,2004.02
-2891,0,0,0106192000,2891,40,토끼,2004.02
-190486,11397,245,0106199000,201883,1726,기타,2004.02
-5188,0,0,0106201000,5188,64,뱀,2004.02
-87669,0,0,0106202000,87669,15105,자라,2004.02
-31233,0,0,0106203000,31233,569,거북,2004.02
-20640,0,0,0106209000,20640,257,기타,2004.02
-6853,0,0,0106901000,6853,36,양서류,2004.02
-51335,0,0,0106902090,51335,4241,기타 ,2004.02
-26113,5696,240,0106903010,31809,2678,갯지렁이,2004.02
-8511,0,0,0106903090,8511,19,기타,2004.02
-4683,0,0,0106909000,4683,19,기타,2004.02
-22180,0,0,0101101000,22180,3250,말(농가 사육용의 것에 한한다) ,2004.03
-468439,0,0,0101901010,468439,10250,경주말 ,2004.03
-144383,0,0,0101901090,144383,41960,기타 ,2004.03
-1140615,0,0,0102902000,1140615,422450,육우 ,2004.03
-233274,0,0,0103100000,233274,17346,번식용,2004.03
-132273,0,0,0105111000,132273,2175,번식용,2004.03
-2400,0,0,0106110000,2400,80,영장류,2004.03
-194267,1388,16,0106191000,195655,3140,개,2004.03
-193920,12751,338,0106199000,206671,1593,기타,2004.03
-3940,0,0,0106201000,3940,5,뱀,2004.03
-116793,0,0,0106202000,116793,18333,자라,2004.03
-15600,0,0,0106203000,15600,784,거북,2004.03
-8047,0,0,0106209000,8047,177,기타,2004.03
-45061,0,0,0106390000,45061,250,기타,2004.03
-4247,0,0,0106901000,4247,146,양서류,2004.03
-64880,0,0,0106902090,64880,5096,기타 ,2004.03
-64886,12973,585,0106903010,77859,8194,갯지렁이,2004.03
-6259,0,0,0106909000,6259,161,기타,2004.03
-858567,0,0,0101901010,858567,24975,경주말 ,2004.04
-173608,0,0,0101901090,173608,16050,기타 ,2004.04
-224440,0,0,0103100000,224440,11360,번식용,2004.04
-251368,0,0,0105111000,251368,2199,번식용,2004.04
-151983,1739,16,0106191000,153722,3910,개,2004.04
-258584,12693,320,0106199000,271277,2338,기타,2004.04
-15407,0,0,0106201000,15407,95,뱀,2004.04
-148249,0,0,0106202000,148249,21938,자라,2004.04
-7458,0,0,0106203000,7458,615,거북,2004.04
-28012,0,0,0106209000,28012,181,기타,2004.04
6790,8835,364,0106901000,2045,20,양서류,2004.04
-44426,0,0,0106902090,44426,3403,기타 ,2004.04
30845,93205,2539,0106903010,62360,6181,갯지렁이,2004.04
-180,0,0,0106903020,180,4,실지렁이,2004.04
-8298,0,0,0106903090,8298,23,기타,2004.04
-2771,3042,39,0106909000,5813,187,기타,2004.04
-1195712,0,0,0101901010,1195712,34810,경주말 ,2004.05
-308163,0,0,0101901090,308163,29750,기타 ,2004.05
-44400,0,0,0103100000,44400,4500,번식용,2004.05
-228480,0,0,0105111000,228480,2600,번식용,2004.05
7640,7640,99,0106110000,0,0,영장류,2004.05
-71315,0,0,0106191000,71315,1815,개,2004.05
-183827,6783,208,0106199000,190610,1730,기타,2004.05
-4965,0,0,0106201000,4965,41,뱀,2004.05
-139586,0,0,0106202000,139586,20063,자라,2004.05
-24007,0,0,0106203000,24007,292,거북,2004.05
-15396,0,0,0106209000,15396,98,기타,2004.05
-11200,0,0,0106390000,11200,98,기타,2004.05
-1632,2388,100,0106901000,4020,78,양서류,2004.05
-27151,0,0,0106902090,27151,1810,기타 ,2004.05
-11986,52165,1613,0106903010,64151,5508,갯지렁이,2004.05
-5629,0,0,0106903090,5629,3,기타,2004.05
-6838,0,0,0106909000,6838,100,기타,2004.05
-232822,0,0,0101101000,232822,5760,말(농가 사육용의 것에 한한다) ,2004.06
-2463362,0,0,0101901010,2463362,55400,경주말 ,2004.06
-103782,0,0,0101901090,103782,7050,기타 ,2004.06
-184963,0,0,0103100000,184963,14282,번식용,2004.06
-129389,0,0,0103920000,129389,7040,중량이 50킬로그램 이상인 것,2004.06
-67027,4273,89,0106110000,71300,114,영장류,2004.06
-94326,1565,111,0106191000,95891,1981,개,2004.06
-243445,5444,122,0106199000,248889,2017,기타,2004.06
-3538,0,0,0106201000,3538,10,뱀,2004.06
-154140,0,0,0106202000,154140,22124,자라,2004.06
-4278,0,0,0106203000,4278,36,거북,2004.06
-11944,0,0,0106209000,11944,135,기타,2004.06
-3120,0,0,0106390000,3120,50,기타,2004.06
-4846,1910,74,0106901000,6756,53,양서류,2004.06
-29848,0,0,0106902090,29848,2103,기타 ,2004.06
-117190,30469,1069,0106903010,147659,15014,갯지렁이,2004.06
-8321,0,0,0106903090,8321,23,기타,2004.06
-10254,0,0,0106909000,10254,227,기타,2004.06
-97030,0,0,0101101000,97030,1350,말(농가 사육용의 것에 한한다) ,2004.07
-1748398,0,0,0101901010,1748398,27150,경주말 ,2004.07
-197418,0,0,0101901090,197418,1800,기타 ,2004.07
-112000,0,0,0103100000,112000,8476,번식용,2004.07
-880527,0,0,0105111000,880527,4335,번식용,2004.07
-38922,0,0,0105191000,38922,283,오 리,2004.07
759,759,15,0106110000,0,0,영장류,2004.07
-137871,9680,59,0106191000,147551,2860,개,2004.07
-5860,0,0,0106192000,5860,53,토끼,2004.07
-219126,8234,161,0106199000,227360,2171,기타,2004.07
-42166,0,0,0106201000,42166,371,뱀,2004.07
-132194,0,0,0106202000,132194,20376,자라,2004.07
-36271,0,0,0106203000,36271,309,거북,2004.07
-99539,0,0,0106209000,99539,7381,기타,2004.07
-10334,0,0,0106901000,10334,60,양서류,2004.07
-7373,0,0,0106902090,7373,403,기타 ,2004.07
-153429,34595,1144,0106903010,188024,18694,갯지렁이,2004.07
-8375,0,0,0106903090,8375,23,기타,2004.07
-3451,0,0,0106909000,3451,101,기타,2004.07
-60859,0,0,0101101000,60859,1000,말(농가 사육용의 것에 한한다) ,2004.08
-1039495,0,0,0101901010,1039495,21380,경주말 ,2004.08
-331634,0,0,0101901090,331634,7300,기타 ,2004.08
-165184,0,0,0103100000,165184,16395,번식용,2004.08
-221393,0,0,0105111000,221393,1350,번식용,2004.08
-73482,0,0,0105191000,73482,563,오 리,2004.08
-101102,3208,23,0106191000,104310,2154,개,2004.08
-230755,9936,269,0106199000,240691,2498,기타,2004.08
-3374,0,0,0106201000,3374,84,뱀,2004.08
-132713,0,0,0106202000,132713,19315,자라,2004.08
-89522,0,0,0106203000,89522,529,거북,2004.08
-20715,0,0,0106209000,20715,181,기타,2004.08
-9978,0,0,0106390000,9978,4,기타,2004.08
-2295,0,0,0106901000,2295,66,양서류,2004.08
-13170,0,0,0106902090,13170,968,기타 ,2004.08
-200040,35811,1087,0106903010,235851,24675,갯지렁이,2004.08
-5651,0,0,0106909000,5651,83,기타,2004.08
-241050,0,0,0101101000,241050,4000,말(농가 사육용의 것에 한한다) ,2004.09
-75206,0,0,0101901010,75206,4100,경주말 ,2004.09
-305885,0,0,0101901090,305885,15350,기타 ,2004.09
-223111,0,0,0103100000,223111,11764,번식용,2004.09
-40917,0,0,0105191000,40917,330,오 리,2004.09
-8350,0,0,0106110000,8350,17,영장류,2004.09
-67836,9578,745,0106191000,77414,1742,개,2004.09
-713,0,0,0106192000,713,12,토끼,2004.09
-194886,16926,402,0106199000,211812,1606,기타,2004.09
-3186,0,0,0106201000,3186,62,뱀,2004.09
-115389,0,0,0106202000,115389,16763,자라,2004.09
-7501,0,0,0106203000,7501,48,거북,2004.09
-2195,0,0,0106209000,2195,18,기타,2004.09
-5897,0,0,0106901000,5897,36,양서류,2004.09
-35126,0,0,0106902090,35126,1819,기타 ,2004.09
-212399,47384,1277,0106903010,259783,27621,갯지렁이,2004.09
-8181,0,0,0106903090,8181,23,기타,2004.09
-7030,0,0,0106909000,7030,91,기타,2004.09
-88955,0,0,0101101000,88955,2700,말(농가 사육용의 것에 한한다) ,2004.10
-390853,0,0,0101901010,390853,2300,경주말 ,2004.10
-219159,0,0,0101901090,219159,17760,기타 ,2004.10
-479553,0,0,0103100000,479553,30273,번식용,2004.10
-17270,0,0,0103920000,17270,375,중량이 50킬로그램 이상인 것,2004.10
-105307,0,0,0105191000,105307,817,오 리,2004.10
-6680,0,0,0106110000,6680,14,영장류,2004.10
-57635,10694,238,0106191000,68329,2141,개,2004.10
-34,0,0,0106192000,34,2,토끼,2004.10
-23090,0,0,0106194000,23090,509,곰,2004.10
-217633,10746,253,0106199000,228379,1642,기타,2004.10
-5250,0,0,0106201000,5250,28,뱀,2004.10
-129418,0,0,0106202000,129418,19042,자라,2004.10
-21959,0,0,0106203000,21959,326,거북,2004.10
-10337,0,0,0106209000,10337,112,기타,2004.10
-77189,2010,33,0106390000,79199,30,기타,2004.10
-2080,0,0,0106901000,2080,50,양서류,2004.10
-29090,0,0,0106902090,29090,1801,기타 ,2004.10
-187394,20524,652,0106903010,207918,24596,갯지렁이,2004.10
-5681,0,0,0106903090,5681,2,기타,2004.10
-11306,0,0,0106909000,11306,155,기타,2004.10
-4330045,0,0,0101901010,4330045,28207,경주말 ,2004.11
-251952,0,0,0101901090,251952,13970,기타 ,2004.11
-406214,0,0,0103100000,406214,20627,번식용,2004.11
-407925,0,0,0105111000,407925,585,번식용,2004.11
-134327,0,0,0105191000,134327,1027,오 리,2004.11
-69580,12104,674,0106191000,81684,1969,개,2004.11
-221725,8748,189,0106199000,230473,1884,기타,2004.11
-361,0,0,0106201000,361,2,뱀,2004.11
-102427,0,0,0106202000,102427,16117,자라,2004.11
-9506,0,0,0106203000,9506,388,거북,2004.11
-15233,0,0,0106209000,15233,146,기타,2004.11
-21470,7006,77,0106390000,28476,112,기타,2004.11
-1367,0,0,0106901000,1367,5,양서류,2004.11
-34244,0,0,0106902090,34244,2126,기타 ,2004.11
-117065,36682,1054,0106903010,153747,16853,갯지렁이,2004.11
-5867,0,0,0106903090,5867,3,기타,2004.11
-3616,0,0,0106909000,3616,48,기타,2004.11
-507614,0,0,0101101000,507614,13700,말(농가 사육용의 것에 한한다) ,2004.12
-1110264,0,0,0101901010,1110264,18930,경주말 ,2004.12
-195845,0,0,0101901090,195845,26730,기타 ,2004.12
-288113,195225,490,0103100000,483338,28332,번식용,2004.12
-1144751,0,0,0105111000,1144751,5672,번식용,2004.12
-41890,0,0,0105191000,41890,300,오 리,2004.12
-10020,0,0,0106110000,10020,21,영장류,2004.12
-90968,14226,887,0106191000,105194,2699,개,2004.12
-160810,9597,278,0106199000,170407,1542,기타,2004.12
-3452,0,0,0106201000,3452,20,뱀,2004.12
-100274,0,0,0106202000,100274,15796,자라,2004.12
-14616,0,0,0106203000,14616,658,거북,2004.12
-2677,0,0,0106209000,2677,26,기타,2004.12
-16591,0,0,0106320000,16591,15,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2004.12
-28236,18535,75,0106390000,46771,35,기타,2004.12
-5197,0,0,0106901000,5197,22,양서류,2004.12
-57304,0,0,0106902090,57304,3509,기타 ,2004.12
-78240,14865,467,0106903010,93105,10291,갯지렁이,2004.12
-8601,0,0,0106903090,8601,20,기타,2004.12
-8699,0,0,0106909000,8699,291,기타,2004.12
-34351394,844097,19845,-,35195491,2035181,-,총계
-46000,0,0,0101101000,46000,2000,말(농가 사육용의 것에 한한다) ,2005.01
-112286,0,0,0101901010,112286,1800,경주말 ,2005.01
-223310,0,0,0101901090,223310,34840,기타 ,2005.01
-95263,0,0,0103100000,95263,5630,번식용,2005.01
-266560,0,0,0105111000,266560,3000,번식용,2005.01
-389604,0,0,0106110000,389604,422,영장류,2005.01
-53117,17326,1312,0106191000,70443,2187,개,2005.01
-230320,15792,313,0106199000,246112,2131,기타,2005.01
-2292,0,0,0106201000,2292,9,뱀,2005.01
-99413,0,0,0106202000,99413,15650,자라,2005.01
-22744,0,0,0106203000,22744,282,거북,2005.01
-922,0,0,0106209000,922,10,기타,2005.01
-22062,0,0,0106310000,22062,12,맹금류,2005.01
-16200,0,0,0106390000,16200,10,기타,2005.01
-847,0,0,0106901000,847,80,양서류,2005.01
-37978,0,0,0106902090,37978,2811,기타 ,2005.01
-26234,5100,209,0106903010,31334,2708,갯지렁이,2005.01
-27834,0,0,0106909000,27834,129,기타,2005.01
-67500,0,0,0101101000,67500,1400,말(농가 사육용의 것에 한한다) ,2005.02
-367512,0,0,0101901010,367512,6097,경주말 ,2005.02
116739,405913,14400,0103100000,289174,21038,번식용,2005.02
-80644,8110,298,0106191000,88754,1996,개,2005.02
-286072,8583,228,0106199000,294655,2845,기타,2005.02
-1698,0,0,0106201000,1698,6,뱀,2005.02
-91497,0,0,0106202000,91497,17017,자라,2005.02
-34476,0,0,0106203000,34476,2297,거북,2005.02
-2486,0,0,0106209000,2486,7,기타,2005.02
-23120,0,0,0106310000,23120,10,맹금류,2005.02
-8933,0,0,0106320000,8933,6,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2005.02
-2524,0,0,0106901000,2524,6,양서류,2005.02
-31852,0,0,0106902090,31852,2348,기타 ,2005.02
-21383,4139,147,0106903010,25522,2233,갯지렁이,2005.02
-8447,0,0,0106903090,8447,20,기타,2005.02
-24342,0,0,0106909000,24342,230,기타,2005.02
-3862247,183,160,0101101000,3862430,4400,말(농가 사육용의 것에 한한다) ,2005.03
-306801,0,0,0101901010,306801,5490,경주말 ,2005.03
-24195,0,0,0101901090,24195,1890,기타 ,2005.03
-51411,0,0,0105191000,51411,451,오 리,2005.03
15331,83195,1256,0106191000,67864,2360,개,2005.03
-21,0,0,0106192000,21,1,토끼,2005.03
-321507,13470,320,0106199000,334977,3345,기타,2005.03
-1224,0,0,0106201000,1224,8,뱀,2005.03
-100800,0,0,0106202000,100800,16430,자라,2005.03
-16483,0,0,0106203000,16483,835,거북,2005.03
-3524,0,0,0106209000,3524,26,기타,2005.03
-33200,0,0,0106320000,33200,28,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2005.03
4218,5202,65,0106390000,984,21,기타,2005.03
-1874,0,0,0106901000,1874,17,양서류,2005.03
-57202,0,0,0106902090,57202,3569,기타 ,2005.03
-30706,8200,337,0106903010,38906,3523,갯지렁이,2005.03
-6081,0,0,0106903090,6081,2,기타,2005.03
-7400,0,0,0106909000,7400,149,기타,2005.03
-121877,0,0,0101101000,121877,3200,말(농가 사육용의 것에 한한다) ,2005.04
417717,648917,500,0101901010,231200,4780,경주말 ,2005.04
-19920,0,0,0101901090,19920,12000,기타 ,2005.04
-13858,0,0,0101909000,13858,600,기타 ,2005.04
35673,155426,200,0103100000,119753,6780,번식용,2005.04
-245700,0,0,0105111000,245700,2500,번식용,2005.04
-230696,0,0,0105191000,230696,1992,오 리,2005.04
-56403,18260,951,0106191000,74663,2343,개,2005.04
-279406,13912,318,0106199000,293318,2813,기타,2005.04
-9116,0,0,0106201000,9116,83,뱀,2005.04
-111456,0,0,0106202000,111456,17892,자라,2005.04
-26539,0,0,0106203000,26539,795,거북,2005.04
-2824,0,0,0106209000,2824,34,기타,2005.04
-3200,0,0,0106320000,3200,10,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2005.04
6110,6110,88,0106390000,0,0,기타,2005.04
-152,5254,150,0106901000,5406,69,양서류,2005.04
-69938,0,0,0106902090,69938,5404,기타 ,2005.04
-78240,19539,647,0106903010,97779,9942,갯지렁이,2005.04
-8476,0,0,0106903090,8476,19,기타,2005.04
-6663,0,0,0106909000,6663,414,기타,2005.04
15844,15844,1155,0101901010,0,0,경주말 ,2005.05
-1263825,0,0,0101901090,1263825,5900,기타 ,2005.05
-788971,0,0,0102902000,788971,394747,육우 ,2005.05
-430688,0,0,0103100000,430688,28641,번식용,2005.05
-74205,0,0,0103920000,74205,3216,중량이 50킬로그램 이상인 것,2005.05
-517482,0,0,0105111000,517482,3700,번식용,2005.05
-78483,0,0,0105191000,78483,641,오 리,2005.05
-78170,30891,2770,0106191000,109061,2541,개,2005.05
-243011,14421,280,0106199000,257432,2368,기타,2005.05
-8838,0,0,0106201000,8838,125,뱀,2005.05
-122578,0,0,0106202000,122578,18279,자라,2005.05
-22898,0,0,0106203000,22898,220,거북,2005.05
-9408,0,0,0106209000,9408,117,기타,2005.05
-12000,0,0,0106310000,12000,8,맹금류,2005.05
-4000,0,0,0106320000,4000,11,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2005.05
3536,3536,45,0106390000,0,0,기타,2005.05
10174,12736,418,0106901000,2562,26,양서류,2005.05
-30095,0,0,0106902090,30095,2049,기타 ,2005.05
-114756,21877,746,0106903010,136633,13514,갯지렁이,2005.05
-7812,0,0,0106909000,7812,446,기타,2005.05
-173582,0,0,0101101000,173582,2700,말(농가 사육용의 것에 한한다) ,2005.06
-3112807,0,0,0101901010,3112807,44750,경주말 ,2005.06
-429887,0,0,0101901090,429887,21140,기타 ,2005.06
-66132,0,0,0103100000,66132,6047,번식용,2005.06
-700550,0,0,0105111000,700550,3647,번식용,2005.06
-61184,0,0,0105191000,61184,559,오 리,2005.06
-28000,0,0,0106120000,28000,40,"고래ㆍ돌고래류(고래목의 포유동물), 바다소(바다소목의 포유동물) ",2005.06
8745,38843,3767,0106191000,30098,1098,개,2005.06
-10740,0,0,0106192000,10740,40,토끼,2005.06
-307958,9099,163,0106199000,317057,2582,기타,2005.06
-6233,2425,10,0106201000,8658,212,뱀,2005.06
-148734,0,0,0106202000,148734,21803,자라,2005.06
-5610,0,0,0106203000,5610,265,거북,2005.06
-11050,0,0,0106209000,11050,108,기타,2005.06
-4700,0,0,0106310000,4700,15,맹금류,2005.06
525,6525,61,0106390000,6000,38,기타,2005.06
4181,7224,208,0106901000,3043,34,양서류,2005.06
-25439,0,0,0106902090,25439,1943,기타 ,2005.06
-103840,24659,820,0106903010,128499,13208,갯지렁이,2005.06
-5965,0,0,0106903090,5965,3,기타,2005.06
-7345,0,0,0106909000,7345,274,기타,2005.06
-919092,0,0,0101101000,919092,25130,말(농가 사육용의 것에 한한다) ,2005.07
-530423,0,0,0101901010,530423,11540,경주말 ,2005.07
-440454,0,0,0101901090,440454,15150,기타 ,2005.07
-318178,0,0,0103100000,318178,30395,번식용,2005.07
-11000,0,0,0103920000,11000,700,중량이 50킬로그램 이상인 것,2005.07
-448310,0,0,0105111000,448310,3726,번식용,2005.07
-157861,0,0,0105191000,157861,1439,오 리,2005.07
-15580,0,0,0106110000,15580,29,영장류,2005.07
-35599,31488,3074,0106191000,67087,2200,개,2005.07
-253918,9924,183,0106199000,263842,2723,기타,2005.07
-35187,0,0,0106201000,35187,271,뱀,2005.07
-127150,0,0,0106202000,127150,19460,자라,2005.07
-45835,0,0,0106203000,45835,263,거북,2005.07
-10581,0,0,0106209000,10581,251,기타,2005.07
-24200,0,0,0106310000,24200,30,맹금류,2005.07
-8000,0,0,0106320000,8000,3,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],2005.07
3657,3657,44,0106390000,0,0,기타,2005.07
4662,5094,115,0106901000,432,1,양서류,2005.07
